chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chr02	50696109	50774308	-0.153430	-0.036748	-0.031031	-0.035031
Chr02	50768633	50776757	-0.272256	-0.064137	-0.057359	-0.049590
Chr03	132647	230432	0.173807	0.158344	0.119351	0.077747
Chr03	186164	301481	0.102059	0.097293	0.077078	0.050246
Chr03	236648	342947	-0.120157	-0.094365	-0.077117	-0.050593
Chr03	303506	373268	-0.148353	-0.095633	-0.080109	-0.053063
Chr03	343055	374999	-0.110759	-0.085128	-0.068051	-0.047711
Chr03	373269	375699	-0.376495	-0.352423	-0.222654	-0.158291
Chr03	375018	377505	-0.402754	-0.582097	-0.313604	-0.178756
Chr03	375705	378510	-0.253996	-0.324029	-0.197087	-0.097404
Chr03	377731	379149	-0.268845	-0.320139	-0.199260	-0.107470
Chr03	378515	387063	-0.304619	-0.350641	-0.219475	-0.141544
Chr03	379204	391797	-0.322340	-0.305140	-0.205234	-0.161792
Chr03	387072	394418	-0.375008	-0.288776	-0.211081	-0.238163
Chr03	391803	398719	-0.321205	-0.223711	-0.167670	-0.185086
Chr03	394437	412423	-0.162720	-0.125079	-0.093109	-0.062642
Chr03	398869	438134	-0.000865	-0.000543	-0.000444	0.005946
Chr03	412496	542871	0.083770	0.071432	0.048722	0.035060
Chr03	438150	545217	0.018004	0.079620	0.014581	0.008842
Chr03	542874	687815	-0.172982	-0.300779	-0.104033	-0.055434
Chr03	569308	770879	-0.232886	-0.101486	-0.069010	-0.068428
Chr03	687818	950191	0.107561	0.020521	0.017079	0.070761
Chr03	787004	1003280	0.177708	0.037745	0.033024	0.135774
Chr03	960576	1114516	0.139462	0.035469	0.029553	0.067024
Chr03	1007164	1244863	0.037383	0.011881	0.009425	0.014386
Chr03	1114757	1421186	-0.053917	-0.028299	-0.023095	-0.035687
Chr03	1244872	1581893	-0.070553	-0.025782	-0.021854	-0.031997
Chr03	1421284	1619293	0.079517	0.015441	0.014106	0.024902
Chr03	1581981	1774086	0.289102	0.046645	0.040631	0.061326
Chr03	1634037	1804218	0.172284	0.022241	0.019391	0.022279
Chr03	1774579	1868877	0.000418	0.000069	0.000062	0.008574
Chr03	1804222	1884529	-0.003990	-0.000919	-0.000847	0.011513
Chr03	1868891	2091079	-0.034347	-0.009565	-0.008442	-0.013114
Chr03	1884531	2127368	-0.056415	-0.030099	-0.020147	-0.017386
Chr03	2091080	2142848	0.010835	0.012234	0.005557	0.002421
Chr03	2127634	2195908	0.149202	0.066192	0.053980	0.011428
Chr03	2157892	2244667	0.198492	0.052686	0.046682	0.015500
Chr03	2195914	2348192	0.083511	0.032670	0.021797	0.018323
Chr03	2262035	2464874	-0.140603	-0.106131	-0.067870	-0.071269
Chr03	2350147	2687786	-0.118096	-0.086689	-0.066418	-0.065755
Chr03	2471031	2732197	-0.076036	-0.051318	-0.035954	-0.029888
Chr03	2687793	2783270	-0.056097	-0.034880	-0.027428	-0.028567
Chr03	2732210	2860874	0.041812	0.030011	0.024392	0.017680
Chr03	2783283	2908965	-0.063347	-0.067104	-0.044462	-0.017355
Chr03	2862888	2958802	0.186262	0.143972	0.112912	0.063012
Chr03	2908966	3010460	0.001789	0.001277	0.000969	0.009510
Chr03	2958807	3148154	-0.249266	-0.185277	-0.125905	-0.100735
Chr03	3051078	3155476	-0.139248	-0.081272	-0.058947	-0.024522
Chr03	3148212	3202880	-0.171198	-0.098591	-0.081784	-0.053384
Chr03	3155570	3291429	-0.110764	-0.136338	-0.090501	-0.049142
Chr03	3202890	3379876	-0.056884	-0.080922	-0.048788	-0.025009
Chr03	3291430	3474161	-0.091192	-0.069080	-0.051766	-0.045409
Chr03	3379891	3609544	-0.216234	-0.195536	-0.135245	-0.091988
Chr03	3474289	3735198	-0.242133	-0.242595	-0.156809	-0.100405
Chr03	3610129	3778298	-0.146673	-0.106529	-0.074235	-0.068158
Chr03	3736365	3812721	-0.016862	-0.018679	-0.013549	-0.046596
Chr03	3782348	3814083	0.109997	0.203144	0.159255	0.029027
Chr03	3812732	3846033	0.111451	0.160168	0.111430	0.057493
Chr03	3814492	3946019	0.080348	0.079175	0.060978	0.039830
Chr03	3846058	3957629	0.108947	0.083477	0.067445	0.037105
Chr03	3946203	3977907	0.278740	0.155410	0.113755	0.118417
Chr03	3957738	4276358	0.045210	0.032999	0.023854	0.046347
Chr03	3978810	4379735	-0.094617	-0.074187	-0.055400	-0.035635
Chr03	4276362	5589080	0.107357	0.069981	0.051608	0.041170
Chr03	4381435	5621933	0.103602	0.142512	0.096480	0.055701
Chr03	5593540	5713581	0.104465	0.102143	0.081881	0.062415
Chr03	5621953	5774659	0.084885	0.058100	0.045766	0.037535
Chr03	5719050	5810313	0.075949	0.080235	0.046686	0.019478
Chr03	5774922	5844255	0.114543	0.103628	0.066976	0.043719
Chr03	5810319	5937172	0.067133	0.047968	0.035154	0.025966
Chr03	5844263	6016988	0.053095	0.037582	0.025445	0.013899
Chr03	5938457	6040807	0.222594	0.183120	0.124637	0.122820
Chr03	6016992	6111320	0.142614	0.072486	0.053939	0.067851
Chr03	6040808	6155683	0.023797	0.008979	0.005994	0.003549
Chr03	6111542	6239473	0.038024	0.012920	0.009981	0.011893
Chr03	6162628	6304534	-0.006972	-0.002542	-0.002222	-0.000930
Chr03	6239475	6342263	0.056387	0.036373	0.027890	0.019323
Chr03	6304626	6645932	0.011930	0.016643	0.009134	-0.003006
Chr03	6342274	6735577	0.011332	0.008118	0.006114	-0.004312
Chr03	6656952	6875939	-0.011646	-0.006628	-0.005076	-0.004921
Chr03	6735878	6915053	-0.012754	-0.005843	-0.004779	-0.003896
Chr03	6875985	6964368	0.166639	0.100328	0.089346	0.089338
Chr03	6915368	7085686	0.122054	0.075595	0.064143	0.060455
Chr03	6969587	7148743	0.054954	0.022158	0.019464	0.010768
Chr03	7085784	7168250	0.046170	0.018842	0.016687	0.006445
Chr03	7153168	7250392	-0.096449	-0.085220	-0.057502	-0.024933
Chr03	7169148	7322128	-0.101152	-0.070101	-0.052943	-0.039971
Chr03	7251103	7377295	0.030028	0.014922	0.011508	0.010735
Chr03	7322130	7391627	0.268160	0.168922	0.116150	0.064766
Chr03	7377298	7435646	-0.043230	-0.036205	-0.023117	-0.004984
Chr03	7391630	7450139	-0.209379	-0.192629	-0.121815	-0.053797
Chr03	7439080	7470346	0.020851	0.013787	0.011823	0.005015
Chr03	7450140	7498228	0.058381	0.029662	0.027259	0.016714
Chr03	7470350	7535954	-0.160999	-0.067086	-0.057376	-0.053250
Chr03	7513732	7540037	-0.255861	-0.092873	-0.073991	-0.097588
Chr03	7535976	7635499	-0.247749	-0.082219	-0.067460	-0.067790
Chr03	7540062	7682520	-0.171131	-0.067398	-0.055602	-0.070340
Chr03	7635558	7727270	-0.134971	-0.042093	-0.035440	-0.047350
Chr03	7683058	7730290	-0.233729	-0.048643	-0.039027	-0.024453
Chr03	7727284	7768886	-0.046636	-0.021715	-0.017310	-0.006453
Chr03	7730291	7784306	-0.031458	-0.017936	-0.013802	-0.004075
Chr03	7768905	7792164	-0.219563	-0.545790	-0.152249	-0.015597
Chr03	7784362	7855281	-0.084373	-0.067036	-0.040480	-0.013227
Chr03	7792190	7972335	-0.039854	-0.021802	-0.016480	-0.008335
Chr03	7855346	7979091	-0.068651	-0.046125	-0.037035	-0.022380
Chr03	7972565	8014218	-0.061205	-0.036449	-0.029533	-0.024844
Chr03	7980119	8048610	0.059286	0.031982	0.026190	0.012022
Chr03	8015479	8093228	0.029274	0.011901	0.009840	0.003500
Chr03	8048713	8117867	-0.125121	-0.058691	-0.044617	-0.047551
Chr03	8098877	8271140	-0.119011	-0.086316	-0.059131	-0.048634
Chr03	8124552	8275916	-0.092582	-0.105095	-0.065675	-0.045032
Chr03	8271245	8319769	-0.172626	-0.328797	-0.156520	-0.085083
Chr03	8275955	8429711	-0.117786	-0.073229	-0.055777	-0.063402
Chr03	8319778	8464793	-0.026287	-0.015548	-0.013310	-0.016854
Chr03	8454528	8479851	0.031440	0.018676	0.016592	0.014864
Chr03	8464794	8526359	0.125191	0.062830	0.058107	0.071438
Chr03	8484136	8557307	0.021405	0.006542	0.005240	0.012643
Chr03	8547935	8649957	0.022713	0.007005	0.005402	0.013134
Chr03	8557329	8761165	0.081185	0.052403	0.040966	0.031728
Chr03	8651189	8833556	-0.008142	-0.003810	-0.003208	-0.009368
Chr03	8761170	8916220	-0.078188	-0.032214	-0.027421	-0.040465
Chr03	8836651	8985229	-0.077785	-0.026324	-0.022196	-0.045621
Chr03	8917761	9022398	-0.138843	-0.038026	-0.030333	-0.085583
Chr03	8986624	9033096	-0.232538	-0.133012	-0.089287	-0.093269
Chr03	9022402	9037361	-0.233677	-0.203439	-0.132587	-0.082145
Chr03	9033119	9062608	-0.160407	-0.090210	-0.069704	-0.075262
Chr03	9037733	9296403	-0.019359	-0.012947	-0.010323	-0.007849
Chr03	9062611	9360366	-0.066316	-0.054245	-0.039993	-0.023331
Chr03	9296404	9378545	-0.135237	-0.105137	-0.074515	-0.058726
Chr03	9360368	9460278	-0.132168	-0.113628	-0.052293	-0.064121
Chr03	9383921	9573472	-0.101866	-0.069281	-0.038962	-0.056270
Chr03	9460350	9735352	-0.074275	-0.037594	-0.030199	-0.052802
Chr03	9573484	9914487	-0.166797	-0.089643	-0.067798	-0.080997
Chr03	9735787	10119841	0.023167	0.025711	0.018493	0.011753
Chr03	9945161	10315546	0.248470	0.313423	0.284119	0.108552
Chr03	10127431	10379830	0.143181	0.126644	0.115180	0.073676
Chr03	10315593	10446906	-0.001036	-0.000646	-0.000585	-0.000277
Chr03	10382491	10553064	0.036422	0.014836	0.013361	0.006738
Chr03	10447992	10595650	-0.062585	-0.042313	-0.031182	-0.015698
Chr03	10553070	10650118	-0.067775	-0.083015	-0.050641	-0.024316
Chr03	10595657	10756763	0.099936	0.063047	0.051568	0.033553
Chr03	10650120	10844650	0.093869	0.034373	0.028125	0.031430
Chr03	10756771	10908484	0.121289	0.038092	0.029799	0.058882
Chr03	10844652	10970980	0.255281	0.063668	0.051171	0.091539
Chr03	10908948	10987959	0.309735	0.091401	0.053393	0.083101
Chr03	10971308	10993583	0.430453	0.156992	0.078421	0.169558
Chr03	10988150	11001588	0.798044	0.168263	0.126447	0.269606
Chr03	10993586	11030149	0.733610	0.145503	0.113534	0.161453
Chr03	11001876	11138224	0.474367	0.063730	0.051260	0.086303
Chr03	11030191	11191053	-0.017981	-0.002521	-0.001847	-0.005728
Chr03	11138241	11204067	-0.447000	-0.133855	-0.076322	-0.054952
Chr03	11191061	11267273	-0.201612	-0.058612	-0.043836	-0.058909
Chr03	11204801	11280155	-0.038853	-0.008224	-0.006504	-0.009027
Chr03	11267277	11283206	-0.233736	-0.068100	-0.039705	-0.024649
Chr03	11280158	11340171	-0.360120	-0.117468	-0.072018	-0.054247
Chr03	11283600	11376738	-0.218699	-0.054646	-0.041872	-0.056435
Chr03	11344343	11378768	-0.132172	-0.063889	-0.043296	-0.029315
Chr03	11376765	11480666	-0.118736	-0.096207	-0.064538	-0.043894
Chr03	11379379	11494886	-0.074077	-0.047224	-0.038474	-0.027396
Chr03	11480674	11521854	0.053300	0.025311	0.022020	0.013241
Chr03	11494964	11593375	0.043987	0.015680	0.013546	0.008077
Chr03	11523276	11673498	0.048311	0.022281	0.017510	0.018116
Chr03	11593396	11725044	-0.034634	-0.025322	-0.016595	-0.016384
Chr03	11676820	11833842	-0.149500	-0.078400	-0.056603	-0.083722
Chr03	11725056	11862007	-0.056243	-0.023553	-0.019210	-0.020935
Chr03	11835358	11997781	-0.014946	-0.007647	-0.006272	-0.009955
Chr03	11862033	12178547	-0.035388	-0.007774	-0.007059	-0.017745
Chr03	12005209	12261722	-0.043180	-0.008031	-0.007257	-0.015151
Chr03	12178552	12394790	0.020505	0.008293	0.006909	0.003429
Chr03	12266556	12419417	0.045630	0.026625	0.022611	0.025435
Chr03	12398454	12425529	-0.000010	-0.000006	-0.000006	0.002868
Chr03	12419435	12431476	-0.025325	-0.016740	-0.014712	-0.018612
Chr03	12425543	12448206	0.008596	0.006650	0.005965	0.001857
Chr03	12431503	12457990	0.050837	0.034327	0.031941	0.034595
Chr03	12448321	12517023	0.097262	0.063276	0.059360	0.041930
Chr03	12457991	12630992	0.131677	0.076067	0.063709	0.045303
Chr03	12525773	12687213	0.063865	0.049245	0.036181	0.036426
Chr03	12643268	12693542	-0.015445	-0.018617	-0.013103	-0.004082
Chr03	12687524	12768699	0.011784	0.007321	0.006393	0.005416
Chr03	12693597	12868225	-0.014377	-0.007284	-0.005879	-0.010345
Chr03	12768714	12970757	-0.092403	-0.068993	-0.050845	-0.042410
Chr03	12868274	13008406	-0.135782	-0.056244	-0.048031	-0.110584
Chr03	12983241	13078506	-0.300928	-0.162291	-0.123135	-0.234096
Chr03	13008987	13251526	-0.298397	-0.213918	-0.142201	-0.131829
Chr03	13078510	13383431	0.027225	0.010419	0.008034	0.006615
Chr03	13318032	13507436	0.002563	0.000944	0.000760	0.001679
Chr03	13400790	13678829	-0.235721	-0.103361	-0.075057	-0.078308
Chr03	13507445	13833149	-0.185258	-0.075215	-0.056067	-0.057567
Chr03	13678832	13874820	0.003674	0.001293	0.001100	0.001717
Chr03	13833155	14286911	0.011509	0.007982	0.005982	-0.005287
Chr03	13874831	14688827	-0.020083	-0.025864	-0.015562	-0.012171
Chr03	14286912	15527986	0.096260	0.112710	0.079621	0.038895
Chr03	14688839	15574422	-0.152346	-0.143471	-0.101957	-0.068712
Chr03	15548509	15596734	-0.364145	-0.411894	-0.268915	-0.234838
Chr03	15574428	15704966	-0.302016	-0.338336	-0.222454	-0.231897
Chr03	15606372	15872293	0.019657	0.018526	0.013501	0.015739
Chr03	15705309	15872890	-0.091218	-0.184850	-0.092887	-0.032043
Chr03	15872302	15890850	-0.352188	-4.973517	-0.423209	-0.152563
Chr03	15872895	16005947	-0.173884	-0.654488	-0.198197	-0.090245
Chr03	15890853	16077211	-0.094929	-0.121583	-0.078304	-0.081328
Chr03	16006089	16137352	-0.075228	-0.086711	-0.061701	-0.068744
Chr03	16077213	16156052	-0.037860	-0.026213	-0.019985	-0.013788
Chr03	16137353	16714084	-0.106915	-0.053345	-0.042850	-0.026511
Chr03	16156078	17005250	-0.121182	-0.127765	-0.085112	-0.063148
Chr03	16714093	17026058	-0.096786	-0.104179	-0.069565	-0.053434
Chr03	17005251	17047575	0.033838	0.035356	0.023153	0.014112
Chr03	17026067	17095519	0.059334	0.117246	0.056073	0.019160
Chr03	17047581	17208599	0.001629	0.004145	0.002027	0.000299
Chr03	17095520	17232439	-0.080742	-0.185586	-0.082506	-0.025039
Chr03	17208600	17402560	-0.074213	-0.168881	-0.067057	-0.026237
Chr03	17232450	17438315	0.044303	0.076350	0.046950	0.007701
Chr03	17402561	17573576	-0.165349	-0.194853	-0.122933	-0.059968
Chr03	17488861	17874950	-0.120263	-0.130256	-0.083021	-0.026195
Chr03	17581311	18121584	-0.074801	-0.112054	-0.051466	-0.006807
Chr03	17877474	18149411	-0.213205	-0.298463	-0.144175	-0.096769
Chr03	18121608	18152296	0.020949	0.028934	0.019993	0.004295
Chr03	18149430	18219127	0.040434	0.076822	0.048814	0.027991
Chr03	18153347	18260194	-0.162055	-0.288619	-0.149713	-0.063972
Chr03	18221233	18297250	-0.210567	-0.178985	-0.118266	-0.100509
Chr03	18260226	18362149	0.027915	0.021919	0.015098	0.003059
Chr03	18297251	18383276	-0.000736	-0.000569	-0.000441	-0.006783
Chr03	18362153	18406845	-0.054043	-0.040119	-0.034853	-0.038352
Chr03	18383278	18459884	0.030776	0.025056	0.020711	0.011021
Chr03	18406854	18512413	0.024079	0.016065	0.013172	0.014905
Chr03	18461018	18527816	-0.060510	-0.042769	-0.034959	-0.027577
Chr03	18512426	18528669	0.002662	0.003543	0.002497	-0.009634
Chr03	18527828	18553644	0.120585	0.112318	0.091490	0.059994
Chr03	18528670	18557797	-0.017673	-0.012672	-0.010206	-0.006917
Chr03	18556058	18593064	-0.351888	-0.276370	-0.194098	-0.131278
Chr03	18562808	18708544	-0.350904	-0.329732	-0.222183	-0.237869
Chr03	18601723	18781906	-0.296859	-0.300060	-0.189391	-0.149665
Chr03	18708561	18910500	-0.189694	-0.311996	-0.170428	-0.068512
Chr03	18781941	19246198	-0.013798	-0.011624	-0.006563	-0.002770
Chr03	18990420	19278620	0.308583	0.108696	0.069268	0.105151
Chr03	19247184	19334617	0.290346	0.093699	0.072397	0.143721
Chr03	19278621	19613263	0.043187	0.014474	0.011795	0.000827
Chr03	19337317	19644820	-0.126072	-0.089957	-0.062227	-0.074858
Chr03	19613292	20058338	-0.002935	-0.003640	-0.002363	0.003255
Chr03	19644821	20125993	0.105607	0.084835	0.070193	0.048547
Chr03	20058369	20235400	0.072941	0.038959	0.031648	0.021006
Chr03	20130558	20265185	-0.088957	-0.034421	-0.023275	-0.019303
Chr03	20258370	20318895	0.032714	0.027197	0.014244	0.003761
Chr03	20265263	20345190	-0.010184	-0.012761	-0.006046	-0.002127
Chr03	20318925	20930006	-0.096876	-0.160168	-0.084009	-0.036546
Chr03	20345305	22842883	-0.028270	-0.027185	-0.021640	-0.013850
Chr03	20964989	22848841	-0.029223	-0.030201	-0.022189	-0.013508
Chr03	22842890	22980501	-0.348065	-1.475991	-0.438153	-0.150156
Chr03	22848842	22980843	-0.312295	-1.440885	-0.421404	-0.171545
Chr03	22980506	22981066	-0.069366	-0.207977	-0.097460	-0.036099
Chr03	22980844	23220273	-0.025989	-0.082641	-0.036513	-0.012086
Chr03	22981071	23724989	0.038807	0.076004	0.043777	0.015789
Chr03	23220280	24613206	0.043543	0.031092	0.025053	0.009054
Chr03	23725987	25133101	-0.043092	-0.040539	-0.030491	-0.040622
Chr03	24613240	25352169	-0.000520	-0.000526	-0.000377	-0.009723
Chr03	25133105	25382668	0.082925	0.069939	0.053689	0.014648
Chr03	25352191	25392749	0.164983	0.175928	0.135164	0.042123
Chr03	25382676	25469518	0.104574	0.095926	0.073368	0.065128
Chr03	25392758	25554421	0.128835	0.110692	0.084075	0.066476
Chr03	25469522	25683852	0.330316	0.191485	0.162802	0.120879
Chr03	25554442	25789295	-0.083404	-0.050896	-0.034967	-0.023433
Chr03	25683853	25845976	-0.132399	-0.075993	-0.055517	-0.064656
Chr03	25789297	25860061	0.030396	0.015138	0.013224	0.020323
Chr03	25845980	25897299	-0.090211	-0.083421	-0.058033	-0.036905
Chr03	25860092	25928841	-0.086144	-0.102991	-0.066435	-0.042516
Chr03	25916926	26034916	0.015538	0.018579	0.014252	0.008504
Chr03	25929955	26112238	0.037608	0.044716	0.037973	0.017612
Chr03	26034937	26129212	0.011308	0.016644	0.012883	0.005079
Chr03	26112902	26130282	0.048708	0.203809	0.122953	0.012725
Chr03	26129758	26147934	0.096437	0.474915	0.230385	0.018803
Chr03	26130315	26286661	0.018385	0.049608	0.029656	0.004346
Chr03	26147937	26291022	-0.032583	-0.042907	-0.034670	-0.008816
Chr03	26286746	26302744	0.003590	0.003371	0.003010	0.005965
Chr03	26291538	26314921	-0.000468	-0.000427	-0.000389	0.003163
Chr03	26302772	26323923	-0.034141	-0.022219	-0.020496	-0.008570
Chr03	26314958	26335204	0.042241	0.031481	0.029099	0.022855
Chr03	26323943	26350194	0.048046	0.050360	0.043338	0.027862
Chr03	26335250	26352704	0.022699	0.029433	0.020810	0.011263
Chr03	26350434	26743194	-0.128329	-0.184850	-0.113811	-0.075653
Chr03	26357316	26965024	-0.234847	-0.327248	-0.181432	-0.094289
Chr03	26815653	27022817	-0.095219	-0.063134	-0.041365	-0.016708
Chr03	26965036	27024498	0.008277	0.004722	0.003871	0.005381
Chr03	27022828	27027252	0.211248	0.147283	0.132652	0.086597
Chr03	27024500	27034547	0.280558	0.169544	0.153908	0.114738
Chr03	27028295	27071381	0.171280	0.121714	0.108269	0.071539
Chr03	27034577	27093755	0.064176	0.060770	0.046511	0.037712
Chr03	27071657	27121893	0.051541	0.051208	0.038592	0.039322
Chr03	27093756	27145284	0.033603	0.024115	0.020661	0.016807
Chr03	27121902	27154064	0.005421	0.002357	0.002107	0.004538
Chr03	27145457	27213179	0.045323	0.014554	0.013209	0.030318
Chr03	27154070	27316993	-0.102048	-0.049525	-0.041687	-0.057280
Chr03	27213318	27971632	-0.090570	-0.057355	-0.044254	-0.040506
Chr03	27325328	28070618	-0.009287	-0.004867	-0.003697	0.006286
Chr03	27979224	28189970	-0.031532	-0.016133	-0.012563	-0.013608
Chr03	28070623	28336281	0.040260	0.022018	0.014980	0.012476
Chr03	28189971	28368448	0.097845	0.048113	0.031733	0.030307
Chr03	28336283	28427150	0.033237	0.016971	0.012890	0.010052
Chr03	28368452	28436691	-0.087153	-0.041662	-0.032217	-0.036571
Chr03	28427481	28442887	0.198050	0.126301	0.101395	0.109095
Chr03	28437288	28524886	0.258224	0.169916	0.135603	0.147512
Chr03	28442904	28639820	0.018738	0.008491	0.006798	0.006179
Chr03	28524902	28812974	0.008352	0.004687	0.003701	0.008054
Chr03	28671765	28943931	-0.075442	-0.049353	-0.037328	-0.032456
Chr03	28825050	29089166	-0.023245	-0.009827	-0.008285	-0.024155
Chr03	28944208	29162447	0.111141	0.041099	0.036281	0.051319
Chr03	29089495	29263746	0.172384	0.074411	0.060766	0.084047
Chr03	29162448	29292776	0.044894	0.025301	0.019486	0.024289
Chr03	29265714	29364379	-0.123521	-0.041443	-0.035731	-0.037136
Chr03	29292803	29521512	-0.129086	-0.019982	-0.018190	-0.026293
Chr03	29369690	29582039	0.000850	0.000149	0.000141	-0.001057
Chr03	29521560	29722744	0.021574	0.003438	0.003291	0.006868
Chr03	29582102	29845610	0.011223	0.001606	0.001542	0.001315
Chr03	29722797	29930796	-0.017136	-0.003532	-0.003401	-0.013690
Chr03	29846415	30092985	-0.065937	-0.013743	-0.013189	-0.045845
Chr03	29931138	30106146	-0.076107	-0.010907	-0.010501	-0.031207
Chr03	30093158	30293791	-0.054434	-0.006073	-0.005804	-0.014202
Chr03	30109086	30312474	-0.226507	-0.043525	-0.039917	-0.147967
Chr03	30303217	30326900	-0.277724	-0.075788	-0.064002	-0.183014
Chr03	30312505	30403287	0.030913	0.005017	0.004633	0.022376
Chr03	30331459	30649740	0.116535	0.022957	0.021693	0.062573
Chr03	30403328	30817006	-0.001624	-0.000589	-0.000521	0.010685
Chr03	30654258	30840389	-0.010940	-0.005052	-0.004339	0.001002
Chr03	30817171	30881898	0.068793	0.026973	0.023714	0.037541
Chr03	30844750	30939261	0.128762	0.027647	0.025821	0.058488
Chr03	30882332	31061197	0.162107	0.021919	0.020740	0.029347
Chr03	30939263	31075410	-0.034779	-0.005327	-0.004806	-0.005471
Chr03	31061561	31176015	-0.049558	-0.011765	-0.010498	-0.012081
Chr03	31076440	31214810	0.016251	0.005164	0.004668	0.006722
Chr03	31176020	31285051	0.084823	0.029897	0.026633	0.018439
Chr03	31220762	31486461	-0.021259	-0.007801	-0.006716	-0.002246
Chr03	31309958	31619124	-0.086909	-0.035305	-0.028571	-0.026376
Chr03	31486800	31675583	-0.030596	-0.011850	-0.009952	-0.013057
Chr03	31619286	31746170	-0.108511	-0.056761	-0.048273	-0.059386
Chr03	31675682	31848173	-0.266295	-0.197441	-0.155556	-0.158877
Chr03	31746246	31899038	-0.246693	-0.173354	-0.133390	-0.144222
Chr03	31848656	32225300	-0.127209	-0.053384	-0.046071	-0.069961
Chr03	31899048	32865625	-0.176556	-0.055041	-0.049494	-0.129239
Chr03	32225301	33150869	-0.237921	-0.090391	-0.076963	-0.150996
Chr03	32889827	33223380	-0.090448	-0.036565	-0.032349	-0.047889
Chr03	33150876	33455822	-0.021768	-0.005755	-0.005160	-0.007124
Chr03	33223421	33496621	-0.045178	-0.008059	-0.007366	-0.006644
Chr03	33456006	33524013	-0.047284	-0.009916	-0.009086	-0.008710
Chr03	33496624	33573937	-0.090656	-0.031643	-0.027484	-0.017147
Chr03	33524025	33610391	-0.052753	-0.026334	-0.023269	-0.016648
Chr03	33577493	33709370	-0.036086	-0.021165	-0.017765	-0.023204
Chr03	33610397	33826689	-0.082575	-0.032953	-0.028041	-0.042782
Chr03	33709390	33881842	-0.180500	-0.055871	-0.048642	-0.066578
Chr03	33826690	34091608	-0.120705	-0.038608	-0.032826	-0.025417
Chr03	33881858	34091850	-0.061766	-0.020926	-0.015813	-0.009057
Chr03	34091612	34100212	-0.045780	-0.023664	-0.014680	-0.010231
Chr03	34091982	34162876	-0.063090	-0.036314	-0.021737	-0.019075
Chr03	34100260	34303516	-0.061695	-0.053573	-0.035833	-0.024325
Chr03	34163721	34499145	-0.014123	-0.009775	-0.008038	-0.005022
Chr03	34330711	34531758	-0.112656	-0.049009	-0.039164	-0.025922
Chr03	34499149	34596139	-0.178535	-0.084972	-0.064050	-0.041548
Chr03	34537883	34754814	-0.072422	-0.071369	-0.052707	-0.027524
Chr03	34596143	34966596	0.023258	0.038359	0.028845	0.012927
Chr03	34754815	35047423	0.063192	0.072019	0.055711	0.026192
Chr03	34967029	35165435	0.012243	0.013567	0.009783	0.003277
Chr03	35047435	35194836	-0.116976	-0.151868	-0.109601	-0.061450
Chr03	35165461	35254001	-0.101579	-0.121690	-0.090537	-0.054308
Chr03	35194838	35256631	-0.123590	-0.206212	-0.134391	-0.057208
Chr03	35254409	35329682	-0.179008	-0.251559	-0.163993	-0.068853
Chr03	35256863	35397824	0.076323	0.070546	0.059867	0.035603
Chr03	35329709	35551754	0.124911	0.125741	0.112130	0.081290
Chr03	35397825	35564445	0.052317	0.029695	0.026977	0.029508
Chr03	35552689	35655224	-0.019861	-0.008805	-0.007840	-0.003703
Chr03	35564455	35716535	-0.087847	-0.057471	-0.048716	-0.039884
Chr03	35673117	35775880	-0.173679	-0.114315	-0.095562	-0.078949
Chr03	35716842	35838803	-0.210402	-0.146256	-0.114785	-0.089533
Chr03	35781291	35851892	-0.181643	-0.147370	-0.109576	-0.069746
Chr03	35839891	35879143	-0.072353	-0.070742	-0.054020	-0.023558
Chr03	35851894	35897458	0.002396	0.002721	0.002171	0.005605
Chr03	35880726	35928590	0.032953	0.017478	0.014894	0.011589
Chr03	35897747	35945372	-0.147697	-0.079746	-0.062767	-0.028376
Chr03	35928594	36036385	-0.157651	-0.124567	-0.087851	-0.079431
Chr03	35956566	36155382	0.049096	0.024124	0.019263	0.018064
Chr03	36037145	36295749	-0.014168	-0.007905	-0.006000	-0.016167
Chr03	36194887	36431004	-0.063284	-0.049999	-0.035720	-0.050753
Chr03	36295903	36512153	-0.053493	-0.028442	-0.022767	-0.019237
Chr03	36440055	36561019	-0.101196	-0.041890	-0.033081	-0.027273
Chr03	36512154	36905007	-0.084632	-0.048526	-0.037000	-0.032911
Chr03	36569322	36981169	-0.126948	-0.114658	-0.077599	-0.053374
Chr03	36906908	36981792	-0.027073	-0.025227	-0.017164	-0.010672
Chr03	36981178	36989757	-0.043479	-0.053828	-0.036617	-0.013850
Chr03	36981793	36994904	-0.061622	-0.086653	-0.059864	-0.016742
Chr03	36989758	37004198	0.012418	0.015279	0.011589	0.017408
Chr03	36994931	37205079	0.129998	0.120689	0.104952	0.067714
Chr03	37004200	37241080	-0.016774	-0.010219	-0.008786	-0.017701
Chr03	37205099	37273310	-0.213732	-0.099379	-0.078803	-0.095913
Chr03	37241081	37313200	-0.025344	-0.018806	-0.012594	-0.006836
Chr03	37273315	37321226	0.109424	0.158393	0.092151	0.042823
Chr03	37313792	37351844	0.177033	0.163026	0.127310	0.112931
Chr03	37321655	37381676	0.066578	0.074420	0.055790	0.060039
Chr03	37351855	37393653	-0.011641	-0.012522	-0.009541	-0.007342
Chr03	37383155	37408377	-0.099227	-0.061709	-0.049145	-0.043369
Chr03	37393655	37597016	-0.141595	-0.083409	-0.059047	-0.030326
