Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_33	-286803.28	573628.56	638386.55	96172.03	0.549,4.9251,5.6488,0.6967,0.2284,0.61,0.1341,2.9031,2.6534,13.4027,0.2894
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_34	-199033.5	398089.0	372917.79	108244.67	0.3626,4.3795,4.0026,1.124,0.1291,0.302,0.2256,2.2059,2.1455,9.8876,0.1051
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_35	-188990.79	378003.58	380451.74	73460.19	1.0507,2.0532,7.8117,1.5599,0.2269,0.3743,0.3002,2.0014,1.4072,8.6151,0.1868
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_36	-229358.15	458738.3	469727.66	99362.49	0.2727,3.6546,8.1323,1.2223,0.12,0.3255,0.3974,3.2055,1.2612,5.2563,0.144
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_37	-171214.56	342451.12	331862.79	77061.82	0.5195,3.2446,6.0855,1.3761,0.131,0.2278,0.1307,1.567,1.147,14.6225,0.1162
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_38	-172009.69	344041.38	351580.25	58988.86	1.0123,2.8459,10.1815,1.6428,0.2191,0.2908,0.3774,3.1033,1.3667,14.3983,0.2479
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_39	-187554.29	375130.58	372899.18	69733.75	0.6314,2.9342,8.1415,0.6464,0.1372,0.5791,0.4783,2.5507,1.5213,17.8457,0.1591
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_40	-400467.59	800957.18	991347.02	123282.63	0.4315,1.6681,3.7294,0.6052,0.2763,0.709,0.1594,1.1686,1.4036,7.9656,0.2323
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_41	-299684.76	599391.52	699683.48	93015.89	0.7751,2.9647,8.162,1.0985,0.2719,0.3137,0.3958,1.2097,2.4469,4.9626,0.221
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_42	-272462.17	544946.34	496302.83	127566.64	0.4086,2.5892,2.8323,2.1236,0.1599,0.2864,0.2254,2.1012,1.44,14.6256,0.146
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_43	-284529.39	569080.78	535660.83	122791.51	0.7232,1.3518,3.5658,1.0151,0.2084,0.8136,0.1296,3.3704,3.7746,23.9992,0.2431
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_44	-174360.46	348742.92	325412.11	47559.37	0.6455,4.3981,12.7762,1.4927,0.1499,0.4662,0.3086,2.723,1.9189,18.2885,0.1999
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_45	-242352.22	484726.44	444626.53	85479.81	0.7459,1.849,7.3626,1.4144,0.1547,0.5951,0.1958,3.7086,2.3965,7.8788,0.194
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_46	-303756.31	607534.62	726700.26	108437.31	0.39,4.8398,6.6041,0.88,0.1503,0.2569,0.1316,2.1278,2.0889,7.2152,0.2115
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_47	-410803.89	821629.78	826293.28	109163.49	0.6926,1.3798,3.5988,2.2163,0.1849,0.8735,0.3303,3.5955,3.3097,8.1651,0.1702
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_48	-383881.61	767785.22	849505.51	133525.45	0.8738,2.1875,3.9394,1.18,0.1235,0.3391,0.1731,3.5482,3.2649,12.2751,0.2529
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_49	-272595.15	545212.3	485382.39	106110.15	0.6809,1.623,2.7851,1.7826,0.2118,0.5645,0.2907,1.2128,2.9517,16.3561,0.1446
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_50	-252026.87	504075.74	559569.85	90426.03	0.5002,1.5664,5.9402,0.6323,0.0948,0.3468,0.4028,1.1658,3.4414,15.1954,0.0997
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_51	-306867.12	613756.24	719767.45	92387.79	0.5997,2.5987,8.0792,0.7695,0.202,0.5965,0.3085,1.587,3.4996,6.8326,0.2624
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_52	-243944.89	487911.78	528713.62	82523.54	0.8765,2.7121,6.657,0.8398,0.2556,0.569,0.1344,1.2971,2.9851,8.1546,0.1733
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_53	-353909.15	707840.3	826570.81	56391.18	0.4334,2.0785,8.181,2.1164,0.1229,0.6533,0.393,4.4096,1.1477,19.3063,0.1428
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_54	-244985.27	489992.54	472484.46	80168.17	0.3369,4.944,7.9063,1.3188,0.0977,0.4357,0.2049,3.3542,2.9156,8.6097,0.1248
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_55	-367703.3	735428.6	920777.67	129233.92	0.8466,2.3767,3.3356,1.4849,0.2934,0.2834,0.1356,1.2855,1.221,8.0604,0.2899
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_56	-158301.16	316624.32	310869.21	63720.02	0.7487,1.3782,10.0442,0.9914,0.1159,0.2435,0.2074,4.1476,1.9921,13.0403,0.1351
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_57	-172193.35	344408.7	325116.62	79913.58	0.7004,5.0024,6.0546,1.0317,0.1229,0.2925,0.1823,2.5453,1.3472,16.8259,0.128
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_58	-390453.44	780928.88	823633.69	91410.16	0.5226,3.1307,6.5881,1.8052,0.1035,0.7911,0.1289,2.4392,1.4149,6.137,0.1205
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_59	-178075.29	356172.58	348732.44	55952.46	0.8716,1.6917,11.1421,0.7228,0.1267,0.6551,0.3702,2.3157,2.0748,17.8765,0.1545
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_60	-229556.27	459134.54	494348.67	109374.85	0.3212,2.6831,4.0297,0.6038,0.096,0.298,0.206,1.3358,1.5432,12.7005,0.0811
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_61	-216686.85	433395.7	446250.19	96620.93	0.8306,4.0403,7.8319,1.3779,0.1074,0.2449,0.4254,3.9051,2.3736,5.0152,0.1264
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_62	-255300.96	510623.92	480952.94	126438.27	0.879,1.7821,2.9553,1.3539,0.2737,0.5106,0.2237,1.5544,1.5356,5.5398,0.1523
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_63	-185338.95	370699.9	381734.6	79013.32	0.4247,5.2869,8.646,1.1603,0.1669,0.3027,0.3612,2.3529,2.633,8.195,0.1806
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_64	-271095.9	542213.8	661922.83	56643.69	0.4282,2.1496,10.7568,1.6988,0.147,0.7126,0.2694,1.8017,1.8658,10.6249,0.137
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_65	-224827.91	449677.82	453451.65	119297.44	0.7601,3.168,3.4263,1.2734,0.1625,0.2726,0.2036,1.8855,1.1645,16.4655,0.1656
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_66	-219054.99	438131.98	464877.66	98769.99	0.8233,4.0252,4.7334,1.0854,0.2605,0.2423,0.1615,1.3889,3.2638,6.9737,0.1376
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_67	-280523.93	561069.86	506616.17	61480.41	0.6157,3.0236,9.4519,1.8606,0.117,0.6091,0.4545,3.9697,3.9427,12.7406,0.1972
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_68	-333701.03	667424.06	758434.39	140492.2	0.4301,2.2156,2.8745,0.7961,0.2187,0.4717,0.3648,1.8375,1.6387,11.904,0.2456
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_69	-196972.01	393966.02	389702.32	78828.7	0.2824,1.2976,5.9263,1.4735,0.24,0.4434,0.1509,1.4341,2.8182,12.7423,0.2103
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_70	-242870.7	485763.4	468959.41	75719.23	1.0392,4.0264,6.797,1.2123,0.1408,0.6707,0.1719,3.4548,1.3347,12.275,0.1494
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_71	-195029.0	390080.0	357912.77	98053.94	0.4554,5.3814,4.8399,0.6928,0.1374,0.5719,0.1443,3.668,1.2755,17.0417,0.1348
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_72	-220571.51	441165.02	408720.52	97401.75	0.6577,3.5545,3.7886,1.5713,0.2314,0.4409,0.1704,1.5465,1.2796,14.8743,0.1499
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_73	-192747.7	385517.4	363703.1	70264.3	0.4161,2.2208,8.707,1.4622,0.1211,0.4452,0.4198,1.2843,2.4655,10.0359,0.1472
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_74	-275345.55	550713.1	638121.98	71804.81	1.0517,3.5123,7.6431,0.7399,0.201,0.3198,0.4275,1.5358,1.5842,21.0591,0.1889
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_75	-181490.64	363003.28	344601.21	78563.29	0.7751,1.4544,6.1998,1.2037,0.2173,0.4254,0.2909,4.0381,1.7927,14.1361,0.192
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_76	-177397.43	354816.86	334334.34	72745.13	0.9586,4.8337,6.8328,1.3107,0.1355,0.3269,0.1415,1.9382,4.2669,14.327,0.1397
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_77	-201477.39	402976.78	425396.02	59888.3	0.2894,3.9005,8.197,1.4269,0.2281,0.4846,0.3051,3.6299,3.0942,16.8052,0.1837
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_78	-250726.98	501475.96	529691.16	143523.59	0.4106,3.4524,3.376,0.9336,0.1465,0.3103,0.3472,2.0354,1.3805,5.8625,0.1657
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_79	-177265.38	354552.76	358853.68	74877.14	0.9033,2.5556,8.0227,0.6929,0.1017,0.328,0.1819,2.2723,2.0642,11.201,0.1088
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_80	-289674.09	579370.18	644019.27	134451.12	0.3453,3.5232,3.2339,1.376,0.2143,0.2812,0.3595,2.8931,4.1608,11.1928,0.2644
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_81	-227435.34	454892.68	471549.72	80217.22	0.4178,3.7558,6.2548,0.9283,0.2612,0.6266,0.2108,1.2261,3.1538,8.8787,0.1597
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_82	-195922.46	391866.92	362881.72	97396.49	1.0592,2.7649,3.5971,1.2806,0.1511,0.3266,0.2789,1.2275,2.6315,13.2229,0.0966
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_83	-221469.46	442960.92	455448.07	64879.78	0.4067,1.6715,7.928,1.7658,0.1515,0.3909,0.161,2.9102,1.8435,14.702,0.1473
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_84	-230692.44	461406.88	410420.37	127148.74	0.3233,2.655,2.9848,0.7922,0.1478,0.7126,0.4561,2.5165,1.3237,12.7087,0.1241
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_85	-244904.91	489831.82	544716.18	96644.43	0.3767,4.9611,8.2671,0.7851,0.1632,0.38,0.2619,4.098,3.7599,7.0258,0.2332
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_86	-333389.53	666801.06	794734.69	73350.0	0.4908,1.6968,10.8344,0.7406,0.1647,0.2855,0.3954,4.0022,4.5694,11.8512,0.2822
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_87	-204666.1	409354.2	379516.43	93405.13	0.9008,4.3271,3.6875,1.3106,0.293,0.5826,0.4932,1.4631,2.5399,15.0113,0.1918
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_88	-167803.55	335629.1	329112.81	60301.47	0.4673,2.0928,8.33,1.9497,0.1698,0.2712,0.3518,1.1596,3.6404,13.9051,0.1706
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_89	-271620.43	543262.86	552996.25	92339.36	0.8797,2.7837,5.8078,0.8722,0.1648,0.736,0.2161,2.609,2.606,12.2114,0.2559
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_90	-170591.64	341205.28	329709.4	58994.31	0.304,4.9907,10.0489,0.9691,0.1594,0.4991,0.1503,2.6643,2.1398,15.6584,0.1742
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_91	-195301.75	390625.5	405751.82	109097.43	0.2973,1.975,4.3227,0.7265,0.2042,0.2476,0.2809,2.9818,2.2724,9.6458,0.1339
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_92	-245379.01	490780.02	529909.08	107963.14	0.5077,4.2364,3.5461,0.8088,0.2599,0.4122,0.3544,1.1353,1.3258,11.8655,0.1463
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_93	-181044.3	362110.6	358407.68	68111.52	0.6178,1.886,10.5702,0.8616,0.0848,0.3785,0.4198,1.7616,1.8839,11.0638,0.1053
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_94	-189106.86	378235.72	366873.41	80250.06	0.7409,2.9632,6.6534,1.8264,0.225,0.3441,0.1257,2.1137,3.4134,10.1748,0.208
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_95	-250998.93	502019.86	481106.19	141445.35	0.6048,5.2863,2.7651,1.6724,0.2399,0.304,0.2728,2.1883,2.2881,4.6999,0.1433
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_96	-301122.7	602267.4	555878.32	134689.89	0.369,3.7763,3.5222,1.3832,0.1168,0.4492,0.1776,2.442,2.4187,5.1696,0.1137
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_97	-241681.81	483385.62	457206.5	120229.95	0.2922,3.5982,3.8274,1.0537,0.2382,0.6672,0.3844,2.449,2.0803,5.4395,0.1675
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_98	-397035.89	794093.78	1006261.07	107366.01	0.3059,4.46,8.0097,0.7307,0.1534,0.3554,0.2235,2.2617,1.7341,6.9364,0.272
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_99	-255119.67	510261.34	582278.35	93230.36	0.3197,3.2866,6.1937,0.8929,0.3093,0.3102,0.4157,3.2559,4.2756,8.084,0.259
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_100	-260731.35	521484.7	467563.67	96137.36	0.4782,2.1946,6.1105,1.3126,0.1945,0.7961,0.1489,4.7554,1.9691,8.1153,0.2393
